ReNummer;SummeNetto;MwStSatz;ZahlungsbetragBrutto;KdNr;Summenebenkosten;ReDatum;Zahlungsdatum
102706;650.00;7;695.50;75254;0.00;2025-02-01 00:00:00.000;2025-01-30 00:00:00.000
102705;275.00;7;294.25;12324;0.00;2025-02-01 00:00:00.000;2025-02-14 00:00:00.000
102704;100.00;7;0.00;10349;0.00;2025-02-01 00:00:00.000;NULL
102703;545.50;7;583.69;75232;0.00;2025-02-01 00:00:00.000;2025-02-07 00:00:00.000
102702;466.00;0;466.00;50286;0.00;2025-02-01 00:00:00.000;2025-02-13 00:00:00.000
102701;2639.00;0;2639.00;20993;0.00;2025-02-01 00:00:00.000;2025-02-13 00:00:00.000
102700;1300.00;7;1391.00;72874;0.00;2025-02-01 00:00:00.000;2025-02-12 00:00:00.000
102699;4600.00;0;4600.00;72120;0.00;2025-02-01 00:00:00.000;2025-02-06 00:00:00.000
102698;1350.00;7;1444.50;20639;0.00;2025-02-01 00:00:00.000;2025-02-14 00:00:00.000
102697;340.00;7;363.80;11480;0.00;2025-02-01 00:00:00.000;2025-02-13 00:00:00.000
102696;4000.00;7;0.00;20434;0.00;2025-02-01 00:00:00.000;NULL
102695;172.00;7;0.00;20361;0.00;2025-02-01 00:00:00.000;NULL
102694;4200.00;7;4494.00;20342;0.00;2025-02-01 00:00:00.000;2025-02-07 00:00:00.000
102693;1990.00;7;2129.30;10216;0.00;2025-02-01 00:00:00.000;2025-01-31 00:00:00.000
102692;525.00;7;561.75;72632;0.00;2025-02-01 00:00:00.000;2025-02-06 00:00:00.000
102691;1100.00;7;1177.00;20444;0.00;2025-02-01 00:00:00.000;2025-02-04 00:00:00.000
102690;3750.00;0;3750.00;10722;0.00;2025-02-01 00:00:00.000;2025-02-07 00:00:00.000
102689;13750.00;0;13750.00;10964;0.00;2025-02-01 00:00:00.000;2025-03-27 00:00:00.000
102688;7500.00;7;8025.00;20121;0.00;2025-02-01 00:00:00.000;2025-02-20 00:00:00.000
102687;2250.00;7;2407.50;12082;0.00;2025-02-01 00:00:00.000;2025-02-13 00:00:00.000
102686;169.00;7;180.83;12348;0.00;2025-02-01 00:00:00.000;2025-02-06 00:00:00.000
102685;3900.00;7;4173.00;12197;0.00;2025-02-01 00:00:00.000;2025-02-07 00:00:00.000
102684;20500.00;7;21935.00;12187;0.00;2025-02-01 00:00:00.000;2025-02-18 00:00:00.000
102683;5760.00;7;6163.20;20014;0.00;2025-02-01 00:00:00.000;2025-02-13 00:00:00.000
102682;2500.00;7;2675.00;10851;0.00;2025-02-01 00:00:00.000;2025-02-07 00:00:00.000
102681;12500.00;7;13375.00;20054;0.00;2025-02-01 00:00:00.000;2025-02-14 00:00:00.000
102680;127.68;0;127.68;79505;0.00;2025-01-27 00:00:00.000;2025-01-16 00:00:00.000
102679;30.00;0;30.00;11569;0.00;2025-01-27 00:00:00.000;2025-02-07 00:00:00.000
102678;385.90;0;385.90;81264;0.00;2025-01-27 00:00:00.000;2025-02-12 00:00:00.000
102677;490.30;0;490.30;81264;0.00;2025-01-27 00:00:00.000;2025-02-12 00:00:00.000
102676;348.07;0;348.07;30239;0.00;2025-01-27 00:00:00.000;2025-01-16 00:00:00.000
102675;1300.00;7;1391.00;75279;0.00;2025-01-26 00:00:00.000;2025-02-06 00:00:00.000
102674;5280.00;7;5649.60;72868;0.00;2025-01-24 00:00:00.000;2025-02-19 00:00:00.000
102673;11734.92;0;11723.19;10208;11.73;2025-01-21 00:00:00.000;2025-01-21 00:00:00.000
102672;40.00;0;40.00;80488;0.00;2025-01-24 00:00:00.000;2025-02-28 00:00:00.000
102671;3600.00;7;3852.00;20353;0.00;2025-01-24 00:00:00.000;2025-02-14 00:00:00.000
102670;115.20;0;0.00;80263;0.00;2025-01-24 00:00:00.000;NULL
102669;2700.00;7;2889.00;72637;0.00;2025-01-24 00:00:00.000;2025-02-07 00:00:00.000
102668;70.00;7;74.90;11535;0.00;2025-01-23 00:00:00.000;2025-02-06 00:00:00.000
102667;650.00;7;695.50;10275;0.00;2024-12-31 00:00:00.000;2025-01-22 00:00:00.000
102666;150.00;7;160.50;12512;0.00;2025-01-23 00:00:00.000;2025-01-30 00:00:00.000
102665;120.00;7;128.40;12512;0.00;2025-01-23 00:00:00.000;2025-01-30 00:00:00.000
102664;255.00;7;272.85;81165;0.00;2025-01-23 00:00:00.000;2025-02-04 00:00:00.000
102663;3780.00;7;4044.60;73929;0.00;2025-01-23 00:00:00.000;2025-02-10 00:00:00.000
102662;104.00;7;111.28;80346;0.00;2025-01-23 00:00:00.000;2025-02-07 00:00:00.000
102661;3125.00;0;3125.00;79801;0.00;2025-01-23 00:00:00.000;2025-02-04 00:00:00.000
102660;75.00;7;80.25;79184;0.00;2025-01-23 00:00:00.000;2025-02-07 00:00:00.000
102659;210.00;7;0.00;79615;0.00;2025-01-23 00:00:00.000;NULL
102658;1800.00;7;1926.00;72804;0.00;2025-01-23 00:00:00.000;2025-02-04 00:00:00.000
102657;200.96;0;0.00;10990;0.00;2025-01-23 00:00:00.000;NULL
102656;3000.00;0;3000.00;80158;0.00;2025-01-23 00:00:00.000;2025-03-11 00:00:00.000
102655;65100.76;7;69657.81;40003;0.00;2025-01-22 00:00:00.000;2025-01-23 00:00:00.000
102654;10411.50;0;0.00;78911;0.00;2025-01-22 00:00:00.000;NULL
102653;204.48;7;218.79;20115;0.00;2025-01-16 00:00:00.000;2025-01-17 00:00:00.000
102652;11032.50;0;11032.50;79195;0.00;2025-01-22 00:00:00.000;2025-02-19 00:00:00.000
102651;200.00;0;200.00;80363;0.00;2025-01-22 00:00:00.000;2025-02-04 00:00:00.000
102650;79.00;7;84.53;50450;0.00;2025-01-22 00:00:00.000;2025-01-31 00:00:00.000
102649;2272.75;0;2272.75;73733;0.00;2025-01-22 00:00:00.000;2025-01-27 00:00:00.000
102648;3076.11;0;3015.70;78911;60.41;2025-01-22 00:00:00.000;2025-02-26 00:00:00.000
102647;100.00;7;107.00;11302;0.00;2024-12-31 00:00:00.000;2025-01-10 00:00:00.000
102646;100.00;7;107.00;73247;0.00;2024-12-31 00:00:00.000;2025-01-10 00:00:00.000
102645;2867.50;0;2867.50;73733;0.00;2025-01-21 00:00:00.000;2025-01-27 00:00:00.000
102644;960.00;7;1027.20;79666;0.00;2025-01-22 00:00:00.000;2025-01-22 00:00:00.000
102643;250.00;0;245.00;81255;5.00;2025-01-21 00:00:00.000;2025-01-27 00:00:00.000
102642;573.20;7;613.32;79479;0.00;2025-01-22 00:00:00.000;2025-01-31 00:00:00.000
102641;54.00;7;57.78;10231;0.00;2025-01-22 00:00:00.000;2025-01-22 00:00:00.000
102640;70.00;7;74.90;78427;0.00;2025-01-22 00:00:00.000;2025-01-24 00:00:00.000
102639;29.00;7;31.03;10238;0.00;2025-01-21 00:00:00.000;2025-01-28 00:00:00.000
102638;1458.00;7;1560.06;79666;0.00;2025-01-15 00:00:00.000;2025-01-15 00:00:00.000
102637;144.00;7;154.08;10231;0.00;2025-01-15 00:00:00.000;2025-01-15 00:00:00.000
102636;35.00;0;35.00;11067;0.00;2025-01-21 00:00:00.000;2025-02-24 00:00:00.000
102635;8931.00;7;9556.17;20005;0.00;2025-01-13 00:00:00.000;2025-01-14 00:00:00.000
102634;100.00;0;100.00;78765;0.00;2025-01-21 00:00:00.000;2025-02-07 00:00:00.000
102633;0.00;0;0.00;79096;0.00;2025-01-21 00:00:00.000;NULL
102632;3548.05;0;3548.05;80028;0.00;2025-01-21 00:00:00.000;2025-02-28 00:00:00.000
102631;1418.00;0;1409.76;81259;8.24;2025-01-21 00:00:00.000;2025-01-23 00:00:00.000
102630;165.82;0;0.00;20651;0.00;2025-01-21 00:00:00.000;NULL
102629;11000.00;7;11770.00;20608;0.00;2025-01-21 00:00:00.000;2025-01-23 00:00:00.000
102628;23000.00;7;24610.00;10039;0.00;2025-01-21 00:00:00.000;2025-02-10 00:00:00.000
102627;1700.00;7;1819.00;12603;0.00;2025-01-21 00:00:00.000;2025-01-30 00:00:00.000
102626;1100.00;0;1100.00;78833;0.00;2025-01-21 00:00:00.000;2025-01-30 00:00:00.000
102625;1536.42;0;1536.42;78911;0.00;2025-01-20 00:00:00.000;2025-02-26 00:00:00.000
102624;29.00;7;31.03;10238;0.00;2025-01-15 00:00:00.000;2025-01-22 00:00:00.000
102623;1500.00;19;1785.00;40003;0.00;2024-12-31 00:00:00.000;2025-01-22 00:00:00.000
102622;8012.78;19;9535.21;40003;0.00;2024-12-31 00:00:00.000;2025-01-22 00:00:00.000
102621;148.94;0;0.00;79505;0.00;2024-12-31 00:00:00.000;NULL
102620;5478.00;0;5478.00;79751;0.00;2025-01-20 00:00:00.000;2025-02-07 00:00:00.000
102619;3000.00;0;2985.00;79504;15.00;2025-01-20 00:00:00.000;2025-03-03 00:00:00.000
102618;450.00;7;481.50;81060;0.00;2025-01-20 00:00:00.000;2025-01-28 00:00:00.000
102617;550.00;7;588.50;81253;0.00;2025-01-20 00:00:00.000;2025-01-28 00:00:00.000
102616;1331.00;0;1285.76;81250;45.24;2025-01-20 00:00:00.000;2025-01-24 00:00:00.000
102615;950.00;7;1016.50;30218;0.00;2025-01-20 00:00:00.000;2025-03-07 00:00:00.000
102614;11439.50;0;10678.71;79705;760.79;2025-01-17 00:00:00.000;2025-02-18 00:00:00.000
102613;364.32;0;339.71;79705;24.61;2025-01-17 00:00:00.000;2025-02-18 00:00:00.000
102612;1680.00;7;1797.60;79491;0.00;2025-01-17 00:00:00.000;2025-01-24 00:00:00.000
102611;81.00;7;86.67;50178;0.00;2025-01-17 00:00:00.000;2025-01-28 00:00:00.000
102610;150.00;7;160.50;10909;0.00;2025-01-17 00:00:00.000;2025-01-22 00:00:00.000
102609;10.22;7;10.94;71605;0.00;2024-11-07 00:00:00.000;2024-11-07 00:00:00.000
102608;25.56;7;27.35;40001;0.00;2024-02-19 00:00:00.000;2024-02-19 00:00:00.000
102607;9.00;7;9.63;10201;0.00;2024-12-05 00:00:00.000;2024-12-05 00:00:00.000
102606;13.18;7;14.10;10201;0.00;2024-09-12 00:00:00.000;2024-09-12 00:00:00.000
102605;6.59;7;7.05;10201;0.00;2024-07-04 00:00:00.000;2024-07-04 00:00:00.000
102604;13.18;7;14.10;10201;0.00;2024-03-07 00:00:00.000;2024-03-07 00:00:00.000
102603;20.00;7;21.40;10369;0.00;2025-01-07 00:00:00.000;2025-01-09 00:00:00.000
102602;218.41;0;203.68;79705;14.73;2025-01-16 00:00:00.000;2025-02-18 00:00:00.000
102601;3508.64;0;3508.64;78042;0.00;2025-01-16 00:00:00.000;2025-01-24 00:00:00.000
102600;324.00;7;346.68;20288;0.00;2025-01-16 00:00:00.000;2025-01-20 00:00:00.000
102599;95.00;7;101.65;80853;0.00;2025-01-16 00:00:00.000;2025-01-22 00:00:00.000
102598;830.58;0;789.05;78568;41.53;2025-01-16 00:00:00.000;2025-02-25 00:00:00.000
102597;612.07;0;550.86;78567;61.21;2025-01-16 00:00:00.000;2025-02-25 00:00:00.000
102596;287.40;0;287.40;78566;0.00;2025-01-16 00:00:00.000;2025-02-25 00:00:00.000
102595;13054.47;0;12794.51;78962;259.96;2025-01-16 00:00:00.000;2025-01-22 00:00:00.000
102594;3300.00;7;3531.00;73370;0.00;2025-01-16 00:00:00.000;2025-03-20 00:00:00.000
102593;600.00;7;642.00;79041;0.00;2025-01-16 00:00:00.000;2025-02-26 00:00:00.000
102592;7500.00;7;8025.00;20121;0.00;2025-01-16 00:00:00.000;2025-02-07 00:00:00.000
102591;180.00;7;192.60;20524;0.00;2025-01-16 00:00:00.000;2025-01-22 00:00:00.000
102590;10000.00;7;10700.00;20121;0.00;2025-01-16 00:00:00.000;2025-01-31 00:00:00.000
102589;2000.00;7;2140.00;12407;0.00;2025-01-16 00:00:00.000;2025-01-29 00:00:00.000
102588;475.00;7;508.25;74026;0.00;2025-01-16 00:00:00.000;2025-01-21 00:00:00.000
102587;6000.00;7;6420.00;79278;0.00;2025-01-16 00:00:00.000;2025-03-05 00:00:00.000
102586;2000.00;7;2140.00;73287;0.00;2025-01-16 00:00:00.000;2025-01-30 00:00:00.000
102585;3600.00;7;3852.00;73350;0.00;2025-01-16 00:00:00.000;2025-01-24 00:00:00.000
102584;60.00;7;64.20;12672;0.00;2025-01-09 00:00:00.000;2025-01-09 00:00:00.000
102583;277.50;0;0.00;79815;0.00;2025-01-15 00:00:00.000;NULL
102582;167.00;0;167.00;80522;0.00;2025-01-15 00:00:00.000;2025-01-15 00:00:00.000
102581;1072.20;0;1072.20;11250;0.00;2025-01-15 00:00:00.000;2025-01-28 00:00:00.000
102580;150.28;0;150.28;10696;0.00;2025-01-15 00:00:00.000;2025-02-11 00:00:00.000
102579;472.89;0;472.89;81319;0.00;2025-01-15 00:00:00.000;2025-01-22 00:00:00.000
102578;448.00;7;479.36;72461;0.00;2025-01-15 00:00:00.000;2025-02-17 00:00:00.000
102577;1900.00;7;2033.00;11523;0.00;2025-01-16 00:00:00.000;2024-12-20 00:00:00.000
102576;20.60;0;20.60;80244;0.00;2025-01-15 00:00:00.000;2025-03-24 00:00:00.000
102575;6200.00;7;6634.00;12392;0.00;2025-01-15 00:00:00.000;2025-01-24 00:00:00.000
102574;60.00;0;48.93;79944;11.07;2025-01-15 00:00:00.000;2025-03-14 00:00:00.000
102573;350.00;7;374.50;20348;0.00;2025-01-15 00:00:00.000;2025-01-24 00:00:00.000
102572;13500.00;0;0.00;78271;0.00;2025-01-14 00:00:00.000;NULL
102571;912.50;0;912.50;80373;0.00;2025-01-14 00:00:00.000;2025-02-07 00:00:00.000
102570;280.00;0;271.24;80348;8.76;2025-01-14 00:00:00.000;2025-01-28 00:00:00.000
102569;600.00;7;642.00;21032;0.00;2025-01-14 00:00:00.000;2025-01-22 00:00:00.000
102568;4971.97;0;4669.56;79705;302.41;2025-01-14 00:00:00.000;2025-02-18 00:00:00.000
102567;1316.00;7;1408.12;72493;0.00;2025-01-14 00:00:00.000;2025-01-28 00:00:00.000
102566;378.00;7;404.46;72493;0.00;2025-01-14 00:00:00.000;2025-02-05 00:00:00.000
102565;1750.00;7;1872.50;72493;0.00;2025-01-14 00:00:00.000;2025-01-28 00:00:00.000
102564;560.00;7;599.20;72493;0.00;2025-01-14 00:00:00.000;2025-01-29 00:00:00.000
102563;1078.00;7;1153.46;72493;0.00;2025-01-14 00:00:00.000;2025-01-28 00:00:00.000
102562;742.00;7;793.94;72493;0.00;2025-01-14 00:00:00.000;2025-02-05 00:00:00.000
102561;28.00;7;29.96;72493;0.00;2025-01-14 00:00:00.000;2025-01-28 00:00:00.000
102560;1288.00;7;1378.16;72493;0.00;2024-12-31 00:00:00.000;2025-01-21 00:00:00.000
102559;308.00;7;329.56;72493;0.00;2024-12-31 00:00:00.000;2025-02-05 00:00:00.000
102558;1876.00;7;2007.32;72493;0.00;2024-12-31 00:00:00.000;2025-01-27 00:00:00.000
102557;994.00;7;1063.58;72493;0.00;2024-12-31 00:00:00.000;2025-01-29 00:00:00.000
102556;1246.00;7;1333.22;72493;0.00;2024-12-31 00:00:00.000;2025-01-22 00:00:00.000
102555;1064.00;7;1138.48;72493;0.00;2024-12-31 00:00:00.000;2025-02-05 00:00:00.000
102554;28.00;7;0.00;72493;0.00;2024-12-31 00:00:00.000;NULL
102553;196.31;0;161.68;10650;34.63;2025-01-14 00:00:00.000;2025-03-25 00:00:00.000
102552;3089.78;0;3129.34;78911;-39.57;2025-01-14 00:00:00.000;2025-02-19 00:00:00.000
102551;150000.00;0;150000.00;12484;0.00;2025-01-14 00:00:00.000;2025-01-31 00:00:00.000
102550;900.00;0;0.00;80458;0.00;2025-01-14 00:00:00.000;NULL
102549;1380.00;7;1476.60;11579;0.00;2025-01-14 00:00:00.000;2025-01-22 00:00:00.000
102548;1140.00;7;1219.80;73140;0.00;2025-01-14 00:00:00.000;2025-01-24 00:00:00.000
102547;1200.00;7;1284.00;80601;0.00;2025-01-14 00:00:00.000;2025-04-02 00:00:00.000
102546;1225.00;0;1225.00;79796;0.00;2025-01-13 00:00:00.000;2025-02-10 00:00:00.000
102545;250.00;0;250.00;80409;0.00;2025-01-13 00:00:00.000;2025-01-14 00:00:00.000
102544;800.00;0;0.00;79998;0.00;2025-01-13 00:00:00.000;NULL
102543;952.61;0;956.37;80242;-3.76;2025-01-13 00:00:00.000;2025-02-04 00:00:00.000
102542;400.00;7;428.00;80343;0.00;2024-12-31 00:00:00.000;2025-01-20 00:00:00.000
102541;1333.33;0;1333.33;78695;0.00;2025-01-13 00:00:00.000;2025-01-29 00:00:00.000
102540;1333.33;0;1333.33;78695;0.00;2024-12-31 00:00:00.000;2025-02-03 00:00:00.000
102539;350.00;0;350.00;79199;0.00;2025-01-13 00:00:00.000;2025-01-15 00:00:00.000
102538;1166.67;0;1166.67;79791;0.00;2025-01-13 00:00:00.000;2025-02-21 00:00:00.000
102537;750.00;0;750.00;81157;0.00;2025-01-13 00:00:00.000;2025-04-02 00:00:00.000
102536;375.00;0;375.00;81151;0.00;2025-01-13 00:00:00.000;2025-03-21 00:00:00.000
102535;1680.00;0;1680.00;81137;0.00;2025-01-13 00:00:00.000;2025-02-13 00:00:00.000
102534;178.61;0;166.55;81070;12.06;2025-01-13 00:00:00.000;2025-02-10 00:00:00.000
102533;1191.00;0;1180.94;80965;10.06;2025-01-13 00:00:00.000;2025-02-26 00:00:00.000
102532;750.00;0;750.00;80188;0.00;2025-01-13 00:00:00.000;2025-01-20 00:00:00.000
102531;750.00;0;750.00;80188;0.00;2025-01-13 00:00:00.000;2025-01-20 00:00:00.000
102530;1500.00;0;1500.00;80188;0.00;2025-01-13 00:00:00.000;2025-01-29 00:00:00.000
102529;980.58;0;971.74;80056;8.84;2025-01-13 00:00:00.000;2025-01-14 00:00:00.000
102528;35805.00;0;35805.00;71984;0.00;2025-01-13 00:00:00.000;2025-02-06 00:00:00.000
102527;160.00;7;171.20;10757;0.00;2025-01-13 00:00:00.000;2025-01-27 00:00:00.000
102526;3480.00;0;3480.00;79806;0.00;2025-01-13 00:00:00.000;2025-01-23 00:00:00.000
102525;200.00;0;200.00;79813;0.00;2025-01-13 00:00:00.000;2025-02-21 00:00:00.000
102524;45000.00;7;48150.00;20572;0.00;2025-01-13 00:00:00.000;2025-02-20 00:00:00.000
102523;1400.00;7;0.00;79726;0.00;2025-01-13 00:00:00.000;NULL
102522;27000.00;7;28890.00;78993;0.00;2025-01-13 00:00:00.000;2025-04-01 00:00:00.000
102521;225.00;0;225.00;79150;0.00;2025-01-13 00:00:00.000;2025-01-23 00:00:00.000
102520;240.00;0;240.00;80518;0.00;2025-01-13 00:00:00.000;2025-01-23 00:00:00.000
102519;296.96;0;238.60;79699;58.36;2025-01-13 00:00:00.000;2025-01-20 00:00:00.000
102518;625.00;0;625.00;79026;0.00;2025-01-13 00:00:00.000;2025-03-14 00:00:00.000
102517;420.00;0;420.00;80843;0.00;2025-01-13 00:00:00.000;2025-01-30 00:00:00.000
102516;1663.00;0;1665.45;80876;-2.45;2025-01-13 00:00:00.000;2025-03-25 00:00:00.000
102515;333.33;0;333.33;80875;0.00;2025-01-13 00:00:00.000;2025-02-06 00:00:00.000
102514;1000.00;0;1000.00;80837;0.00;2025-01-13 00:00:00.000;2025-02-14 00:00:00.000
102513;625.00;0;625.00;80562;0.00;2025-01-13 00:00:00.000;2025-01-17 00:00:00.000
102512;650.00;7;695.50;78784;0.00;2025-01-13 00:00:00.000;2025-02-10 00:00:00.000
102511;1050.00;0;1050.00;80598;0.00;2025-01-13 00:00:00.000;2025-02-07 00:00:00.000
102510;2917.00;0;2917.00;79222;0.00;2025-01-13 00:00:00.000;2025-02-04 00:00:00.000
102509;642.00;0;0.00;80201;0.00;2025-01-13 00:00:00.000;NULL
102508;292.00;0;292.00;79631;0.00;2025-01-13 00:00:00.000;2025-01-21 00:00:00.000
102507;1128.00;0;0.00;79497;0.00;2025-01-13 00:00:00.000;NULL
102506;240.00;0;240.00;79046;0.00;2025-01-13 00:00:00.000;2025-01-13 00:00:00.000
102505;3753.00;0;3753.00;79803;0.00;2025-01-13 00:00:00.000;2025-02-19 00:00:00.000
102504;611.00;7;653.77;10060;0.00;2025-01-10 00:00:00.000;2025-01-10 00:00:00.000
102503;150.00;0;150.00;75903;0.00;2025-01-13 00:00:00.000;2025-02-14 00:00:00.000
102502;3500.00;7;0.00;78396;0.00;2025-01-13 00:00:00.000;NULL
102501;14000.00;0;0.00;78396;0.00;2025-01-13 00:00:00.000;NULL
102500;840.00;7;898.80;12586;0.00;2025-01-13 00:00:00.000;2025-01-28 00:00:00.000
102499;2160.00;7;2311.20;12586;0.00;2025-01-13 00:00:00.000;2025-02-24 00:00:00.000
102498;210.00;7;224.70;11981;0.00;2025-01-09 00:00:00.000;2025-01-13 00:00:00.000
102497;7000.00;7;7490.00;78993;0.00;2025-01-13 00:00:00.000;2025-01-14 00:00:00.000
102496;50.00;7;53.50;10495;0.00;2025-01-07 00:00:00.000;2025-01-08 00:00:00.000
102495;1320.00;0;1320.00;71984;0.00;2025-01-13 00:00:00.000;2025-01-29 00:00:00.000
102494;270.00;7;288.90;10283;0.00;2024-09-02 00:00:00.000;2024-09-02 00:00:00.000
102493;7920.00;0;7920.00;80706;0.00;2025-01-13 00:00:00.000;2025-01-22 00:00:00.000
102492;300.00;7;321.00;10113;0.00;2025-01-13 00:00:00.000;2025-01-16 00:00:00.000
102491;28.00;0;28.00;81077;0.00;2025-01-12 00:00:00.000;2025-01-16 00:00:00.000
102490;552.00;7;590.64;50450;0.00;2025-01-12 00:00:00.000;2025-01-20 00:00:00.000
102489;55.50;7;59.39;12122;0.00;2024-12-31 00:00:00.000;2025-01-09 00:00:00.000
102488;92.50;7;98.98;12122;0.00;2024-12-31 00:00:00.000;2025-01-09 00:00:00.000
102487;370.00;7;395.90;12122;0.00;2024-12-31 00:00:00.000;2025-01-09 00:00:00.000
102486;18.50;7;19.80;10237;0.00;2024-12-31 00:00:00.000;2025-01-09 00:00:00.000
102485;18.50;7;19.80;10237;0.00;2024-12-31 00:00:00.000;2025-01-09 00:00:00.000
102484;2763.17;0;0.00;20691;0.00;2024-12-31 00:00:00.000;NULL
102483;30.00;7;32.10;10375;0.00;2024-12-31 00:00:00.000;2025-01-03 00:00:00.000
102482;135.00;7;144.45;10383;0.00;2025-01-02 00:00:00.000;2025-01-22 00:00:00.000
102481;200.00;7;214.00;10411;0.00;2025-01-02 00:00:00.000;2025-01-06 00:00:00.000
102480;360.00;7;385.20;20137;0.00;2025-01-10 00:00:00.000;2025-01-14 00:00:00.000
102479;36.00;7;38.52;10292;0.00;2025-01-09 00:00:00.000;2025-01-10 00:00:00.000
102478;18.00;7;19.26;10292;0.00;2025-01-09 00:00:00.000;2025-01-09 00:00:00.000
102477;178.00;7;190.46;10292;0.00;2025-01-09 00:00:00.000;2025-01-10 00:00:00.000
102476;128.00;7;136.96;20018;0.00;2025-01-09 00:00:00.000;2025-01-10 00:00:00.000
102475;25.00;7;26.75;20893;0.00;2024-12-31 00:00:00.000;2025-01-14 00:00:00.000
102474;774.00;7;828.18;20213;0.00;2025-01-08 00:00:00.000;2025-01-09 00:00:00.000
102473;38.35;7;41.03;20122;0.00;2025-01-08 00:00:00.000;2025-01-09 00:00:00.000
102472;1917.00;7;2051.19;79666;0.00;2025-01-08 00:00:00.000;2025-01-08 00:00:00.000
102471;496.00;7;530.72;20908;0.00;2024-12-31 00:00:00.000;2025-01-10 00:00:00.000
102470;38.25;7;41.03;10669;0.00;2025-01-07 00:00:00.000;2025-01-08 00:00:00.000
102469;2312.20;7;2474.05;78107;0.00;2024-12-31 00:00:00.000;2024-12-31 00:00:00.000
102468;120.00;7;128.40;20197;0.00;2025-01-09 00:00:00.000;2025-01-10 00:00:00.000
102467;495.00;7;529.65;79476;0.00;2025-01-09 00:00:00.000;2025-01-13 00:00:00.000
102466;275.00;7;294.25;79482;0.00;2025-01-09 00:00:00.000;2025-02-11 00:00:00.000
102465;387.73;0;384.78;78691;2.95;2025-01-09 00:00:00.000;2025-01-27 00:00:00.000
102464;8500.00;0;0.00;79097;0.00;2025-01-09 00:00:00.000;NULL
102463;1500.00;0;1500.00;10250;0.00;2025-01-09 00:00:00.000;2025-01-20 00:00:00.000
102462;339.00;7;362.73;20985;0.00;2025-01-09 00:00:00.000;2025-01-30 00:00:00.000
102461;2550.00;0;2550.00;78281;0.00;2025-01-09 00:00:00.000;2025-02-11 00:00:00.000
102460;240.00;7;256.80;78338;0.00;2025-01-09 00:00:00.000;2025-01-13 00:00:00.000
102459;500.00;7;535.00;10794;0.00;2025-01-09 00:00:00.000;2025-01-13 00:00:00.000
102458;650.00;7;695.50;21119;0.00;2025-01-09 00:00:00.000;2025-01-21 00:00:00.000
102457;60.00;0;60.00;11569;0.00;2025-01-09 00:00:00.000;2025-01-15 00:00:00.000
102456;1375.00;7;1471.25;21074;0.00;2025-01-09 00:00:00.000;2025-03-05 00:00:00.000
102455;458.33;7;490.41;20782;0.00;2025-01-09 00:00:00.000;2025-03-31 00:00:00.000
102454;1500.00;7;1388.33;11579;0.00;2025-01-09 00:00:00.000;2025-01-10 00:00:00.000
102453;221.00;7;0.00;78305;0.00;2025-01-09 00:00:00.000;NULL
102452;680.00;7;727.60;10311;0.00;2025-01-09 00:00:00.000;2025-01-30 00:00:00.000
102451;11880.00;7;12711.60;78263;0.00;2025-01-09 00:00:00.000;2025-01-16 00:00:00.000
102450;348.00;7;372.36;75097;0.00;2025-01-09 00:00:00.000;2025-01-15 00:00:00.000
102449;150.00;0;0.00;10677;0.00;2025-01-09 00:00:00.000;NULL
102448;485.00;0;485.00;78016;0.00;2025-01-09 00:00:00.000;2025-01-31 00:00:00.000
102447;962.24;0;962.24;79945;0.00;2025-01-09 00:00:00.000;2025-02-19 00:00:00.000
102446;3700.00;7;3959.00;75176;0.00;2025-01-09 00:00:00.000;2025-01-17 00:00:00.000
102445;1200.00;7;0.00;77869;0.00;2025-01-09 00:00:00.000;NULL
102444;500.00;7;535.00;75665;0.00;2025-01-09 00:00:00.000;2025-01-29 00:00:00.000
102443;600.00;7;642.00;12289;0.00;2025-01-09 00:00:00.000;2025-01-21 00:00:00.000
102442;3000.00;7;3210.00;30082;0.00;2025-01-09 00:00:00.000;2025-01-22 00:00:00.000
102441;11500.00;7;12305.00;30082;0.00;2025-01-09 00:00:00.000;2025-01-30 00:00:00.000
102440;300.00;7;321.00;12572;0.00;2025-01-09 00:00:00.000;2025-02-17 00:00:00.000
102439;60000.00;7;64200.00;10910;0.00;2025-01-09 00:00:00.000;2025-01-16 00:00:00.000
102438;750.00;7;802.50;20996;0.00;2025-01-09 00:00:00.000;2025-01-15 00:00:00.000
102437;750.00;7;802.50;10256;0.00;2025-01-09 00:00:00.000;2025-01-13 00:00:00.000
102436;400.00;7;428.00;12020;0.00;2025-01-09 00:00:00.000;2025-01-20 00:00:00.000
102435;1900.00;7;2033.00;20213;0.00;2025-01-09 00:00:00.000;2025-02-06 00:00:00.000
102434;2000.00;7;2140.00;10838;0.00;2025-01-09 00:00:00.000;2025-01-20 00:00:00.000
102433;350.00;7;374.50;10383;0.00;2025-01-09 00:00:00.000;2025-01-31 00:00:00.000
102432;2950.00;7;3156.50;20038;0.00;2025-01-09 00:00:00.000;2025-01-14 00:00:00.000
102431;200.00;0;200.00;73250;0.00;2025-01-09 00:00:00.000;2025-01-31 00:00:00.000
102430;2200.00;0;2200.00;30137;0.00;2025-01-09 00:00:00.000;2025-01-17 00:00:00.000
102429;1325.00;7;0.00;10905;0.00;2025-01-09 00:00:00.000;NULL
102428;200.00;7;214.00;20020;0.00;2025-01-09 00:00:00.000;2025-01-17 00:00:00.000
